Problem,Algorithm,Run1,Run2,Run3,Run4,Run5,Run6,Run7,Run8,Run9,Run10
pressure_vessel,MSA,6072.732988421325,6061.371071026258,6066.662235252806,6072.601372982459,6066.352415853488,6059.755520004102,6090.743319686773,6074.818182223717,6084.095185653668,6063.5234608428855
pressure_vessel,IMSA,6059.815444822639,6060.544358889138,6090.737540040586,6059.714829342173,6059.71674782281,6090.528596626887,6090.528345645965,6059.751647761805,6060.816309366201,6059.997617316775
pressure_vessel,PSO,6059.714335048436,6059.714335048436,6370.779712729855,6090.526201685864,6059.714335048436,6090.526201685864,6090.526201685864,6059.714335048436,6090.526201685864,6059.714335048436
pressure_vessel,GWO,6906.736308964145,7392.906047062951,6438.438364537499,6478.265322492965,6440.189304307294,7379.963346249075,6103.195876622947,6098.259475643835,6415.886583628651,6103.498975784304
pressure_vessel,DE,6059.714335048436,6059.714335048437,6059.714335048436,6059.714335048437,6059.714335048436,6059.714335048436,6059.714335048436,6059.714335048436,6090.526201685864,6059.714335048436
