Problem,Best Value,Best Run,Mean,Std,Worst
pressure_vessel,6059.714335048436,2,6064.0628358501845,10.786957884904275,6090.526201707735
spring,0.0126652420869784,39,0.012724656538492,9.181760074276304e-05,0.0132075338637976
welded_beam,1.7248523051879672,5,1.8027776007195653,0.09000344168111012,2.081516496223373
gear_train,2.7008571488865134e-12,4,2.4509184223399084e-11,4.4111988087228044e-11,3.0675558516235034e-10
