algo,func,run_id,error
IDBO,F22014,25,2465182225.9314404
IDBO,F22014,26,1010885916.1332418
IDBO,F22014,27,651727142.6084632
IDBO,F22014,28,163718565.86529443
IDBO,F22014,29,11462509453.025208
IDBO,F22014,30,4723590154.551047
IDBO,F22014,31,5984223074.604115
IDBO,F22014,32,1077156841.7486222
IDBO,F22014,33,632539035.0705194
IDBO,F22014,34,1999295591.238553
IDBO,F22014,35,26171586107.68499
IDBO,F22014,36,3853753489.413779
IDBO,F22014,37,5767371162.092051
IDBO,F22014,38,6820821747.842987
IDBO,F22014,39,697001199.4793133
IDBO,F22014,40,6392456382.560542
IDBO,F22014,41,2041358062.52635
IDBO,F22014,42,6019953285.56054
IDBO,F22014,43,1530181832.928635
IDBO,F22014,44,667869961.3386035
IDBO,F22014,45,1153341674.6331413
IDBO,F22014,46,620798627.4858227
IDBO,F22014,47,15641274788.82698
IDBO,F22014,48,1809271001.62203
IDBO,F22014,49,2601636783.196431
DBO,F22014,0,10669459280.228065
DBO,F22014,1,1060271872.7844759
DBO,F22014,2,4394862469.075221
DBO,F22014,3,3763403867.8034744
DBO,F22014,4,47371493883.0171
DBO,F22014,5,1486159821.4257255
DBO,F22014,6,4442579671.630395
DBO,F22014,7,7871237070.261541
DBO,F22014,8,3514100309.617782
DBO,F22014,9,8674639615.201622
DBO,F22014,10,5250623565.000857
DBO,F22014,11,9038288937.823307
DBO,F22014,12,8465912622.720827
DBO,F22014,13,1863120191.5832317
DBO,F22014,14,3509557278.5195312
DBO,F22014,15,2294568054.1796217
DBO,F22014,16,2667689855.1983337
DBO,F22014,17,13798108110.54153
DBO,F22014,18,1473020463.0841508
DBO,F22014,19,28188738542.484947
DBO,F22014,20,22077292390.942005
DBO,F22014,21,3957786557.7519693
DBO,F22014,22,1425561243.0717003
DBO,F22014,23,703894814.6184705
DBO,F22014,24,19368229274.484127
DBO,F22014,25,8042644531.589808
DBO,F22014,26,42095376808.29819
DBO,F22014,27,5486733642.012099
DBO,F22014,28,5664655009.924853
DBO,F22014,29,14656154157.330553
DBO,F22014,30,6486029814.272529
DBO,F22014,31,6078494998.729482
DBO,F22014,32,2737673305.949562
DBO,F22014,33,9632512375.505917
DBO,F22014,34,1490000508.1444948
DBO,F22014,35,1323003476.505722
DBO,F22014,36,15561277568.055433
DBO,F22014,37,4920681385.946622
DBO,F22014,38,31020799801.07865
DBO,F22014,39,797990578.0957621
DBO,F22014,40,6643786232.395136
DBO,F22014,41,2477478903.5880513
DBO,F22014,42,9595748936.977583
DBO,F22014,43,11683297215.91829
DBO,F22014,44,6933280415.4885
DBO,F22014,45,4396967117.419824
DBO,F22014,46,13006081871.716543
DBO,F22014,47,8114927100.2427845
DBO,F22014,48,9009573583.360615
DBO,F22014,49,4034642428.678905
PSO,F22014,0,28689216767.876095
PSO,F22014,1,33901478420.80851
PSO,F22014,2,32875057602.953976
PSO,F22014,3,18444159550.73123
PSO,F22014,4,30244392471.08216
PSO,F22014,5,27161849239.547455
PSO,F22014,6,20259218252.5344
PSO,F22014,7,38620468056.72854
PSO,F22014,8,21549174788.133324
PSO,F22014,9,20177551697.894783
PSO,F22014,10,47518499484.809044
PSO,F22014,11,14367914244.49329
PSO,F22014,12,21714525054.272354
PSO,F22014,13,42882489345.72622
PSO,F22014,14,27398313305.7034
PSO,F22014,15,27763799907.56786
PSO,F22014,16,22921895525.26962
PSO,F22014,17,26157226077.59583
PSO,F22014,18,34828662369.867645
PSO,F22014,19,44827739888.213234
PSO,F22014,20,11189497788.123266
PSO,F22014,21,23072996354.258327
PSO,F22014,22,16140579076.88609
PSO,F22014,23,24157767058.738186
PSO,F22014,24,43807941583.948975
PSO,F22014,25,32329608200.568375
PSO,F22014,26,16378993044.764368
PSO,F22014,27,28311362053.075108
PSO,F22014,28,25079165020.244427
PSO,F22014,29,19963917706.06535
PSO,F22014,30,35021213027.18067
PSO,F22014,31,23073172784.080353
PSO,F22014,32,25173000119.603683
PSO,F22014,33,25760364207.805027
PSO,F22014,34,11070801629.733997
PSO,F22014,35,28185280224.81362
PSO,F22014,36,24686266715.614346
PSO,F22014,37,21591058247.81635
PSO,F22014,38,40318455996.87918
PSO,F22014,39,17170388778.423115
PSO,F22014,40,41528388073.28098
PSO,F22014,41,26175668089.21924
PSO,F22014,42,32397778791.618572
