algo,func,run_id,error
MSA,F12017,8,9761559839.78371
MSA,F12017,9,2570838683.6685247
MSA,F12017,10,8312101406.504751
MSA,F12017,11,1147692985.9859202
MSA,F12017,12,1666729455.4010038
MSA,F12017,13,11035262048.086693
MSA,F12017,14,5607197804.788162
MSA,F12017,15,28215600387.79234
MSA,F12017,16,3436938246.538245
MSA,F12017,17,16656314898.879631
MSA,F12017,18,20340989167.117577
MSA,F12017,19,10341449515.81559
MSA,F12017,20,6495763965.994523
MSA,F12017,21,20468199429.087234
MSA,F12017,22,12445683586.249695
MSA,F12017,23,5575984634.102656
MSA,F12017,24,1527506016.5895228
MSA,F12017,25,2013739001.320099
MSA,F12017,26,4129770094.977944
MSA,F12017,27,10258699683.65354
MSA,F12017,28,875139213.4776888
MSA,F12017,29,2232529610.606632
MSA,F12017,30,25888630101.465424
MSA,F12017,31,1115582039.1198452
MSA,F12017,32,18042338984.07267
MSA,F12017,33,11444742581.825346
MSA,F12017,34,4191889377.0748267
MSA,F12017,35,1494156406.8767016
MSA,F12017,36,2350578151.7965713
MSA,F12017,37,7374143306.673518
MSA,F12017,38,3434971010.9571886
MSA,F12017,39,6295724994.232667
MSA,F12017,40,1137015221.1496232
MSA,F12017,41,7082657654.139112
MSA,F12017,42,527456682.08064973
MSA,F12017,43,5921808070.771958
MSA,F12017,44,13144040454.916214
MSA,F12017,45,3519777082.029639
MSA,F12017,46,4800411135.8632765
MSA,F12017,47,3267250200.771142
MSA,F12017,48,2002513635.6455455
MSA,F12017,49,6826163469.404229
IMSA,F12017,0,8813839792.667118
IMSA,F12017,1,504675827.51745
IMSA,F12017,2,11896535403.987556
IMSA,F12017,3,524863634.70154774
IMSA,F12017,4,569322179.8353783
IMSA,F12017,5,1863905107.4483314
IMSA,F12017,6,3667365163.2334228
IMSA,F12017,7,2365564437.4136357
IMSA,F12017,8,2602454941.5637712
IMSA,F12017,9,3015299660.585465
IMSA,F12017,10,2041801313.0721421
IMSA,F12017,11,29689402942.643955
IMSA,F12017,12,164214310.55202183
IMSA,F12017,13,433471986.3897877
IMSA,F12017,14,1964262593.4143572
IMSA,F12017,15,11996785574.029932
IMSA,F12017,16,1138033647.1137245
IMSA,F12017,17,5580600021.953896
IMSA,F12017,18,1672929419.1055346
IMSA,F12017,19,1618269089.5352883
IMSA,F12017,20,950970373.8303024
IMSA,F12017,21,297913306.4045287
IMSA,F12017,22,1846192260.2031984
IMSA,F12017,23,1322611642.0900965
IMSA,F12017,24,4691128764.717604
IMSA,F12017,25,1994941267.9565406
IMSA,F12017,26,597983218.1384538
IMSA,F12017,27,490486381.0102413
IMSA,F12017,28,1067774466.1886009
IMSA,F12017,29,2084055607.893668
IMSA,F12017,30,607314368.1558127
IMSA,F12017,31,3466819471.552291
IMSA,F12017,32,3762829730.0516744
IMSA,F12017,33,937523883.7981588
IMSA,F12017,34,3795305331.833292
IMSA,F12017,35,652236375.7634571
IMSA,F12017,36,1085549434.410167
IMSA,F12017,37,4942398643.661875
IMSA,F12017,38,10682370653.053276
IMSA,F12017,39,104617362.37639552
IMSA,F12017,40,834173350.8732976
IMSA,F12017,41,4024794369.2361917
IMSA,F12017,42,704711802.215758
IMSA,F12017,43,458602098.15607655
IMSA,F12017,44,793183973.8510479
IMSA,F12017,45,2587105114.406245
IMSA,F12017,46,1739997783.788916
IMSA,F12017,47,2740120063.965648
IMSA,F12017,48,16727218209.410105
IMSA,F12017,49,1820219106.2829342
WOA,F12017,0,8461650.507805953
WOA,F12017,1,2771568.3495323993
WOA,F12017,2,9901561.610249698
WOA,F12017,3,505286.89499097585
WOA,F12017,4,4107460.0950486576
WOA,F12017,5,1462467.1353099043
WOA,F12017,6,390755.81103713403
WOA,F12017,7,2902691.7299343785
WOA,F12017,8,2911675.027279244
WOA,F12017,9,3257667.803563259
WOA,F12017,10,35490896.67840936
WOA,F12017,11,92234689.63101755
WOA,F12017,12,379215.05120720406
WOA,F12017,13,3108955.457364863
WOA,F12017,14,218964.1178771482
WOA,F12017,15,1276835.3180873746
WOA,F12017,16,2625483.720306417
WOA,F12017,17,762682.8457590116
WOA,F12017,18,4259062.8775830325
WOA,F12017,19,38922445.88134743
WOA,F12017,20,2600423.1606680276
WOA,F12017,21,106755593.23152272
WOA,F12017,22,10589833.738657622
WOA,F12017,23,1596462.6464121896
WOA,F12017,24,2394308.1255624224
WOA,F12017,25,4053113.3512695804
WOA,F12017,26,1367197.652734088
WOA,F12017,27,2577551.6390834004
WOA,F12017,28,402896.15714202775
WOA,F12017,29,2667700.589877614
WOA,F12017,30,414468.67085566686
WOA,F12017,31,25620314.712009773
WOA,F12017,32,983982.0952476489
WOA,F12017,33,6278017.685226448
WOA,F12017,34,1206788.013017188
WOA,F12017,35,4290386.231775574
WOA,F12017,36,10085622.62443484
WOA,F12017,37,5841030.4593710415
WOA,F12017,38,1711182.6423574565
WOA,F12017,39,849385.1525679295
WOA,F12017,40,45131953.40940878
WOA,F12017,41,2603076.735100972
WOA,F12017,42,2000918.0159497873
WOA,F12017,43,3099079.9128637775
WOA,F12017,44,2757056.722697147
WOA,F12017,45,44825703.83794611
WOA,F12017,46,2227189.4556365795
WOA,F12017,47,56758992.29549532
WOA,F12017,48,880535.7768779964
WOA,F12017,49,282315.1723274941
DE,F12017,0,13353405157.804176
DE,F12017,1,12585027924.42054
DE,F12017,2,14824333777.282988
DE,F12017,3,18242534255.20035
DE,F12017,4,20473350548.74963
DE,F12017,5,16219371428.996454
DE,F12017,6,17609145491.289074
DE,F12017,7,16490662903.636074
DE,F12017,8,14382129978.828335
DE,F12017,9,16591971102.104649
DE,F12017,10,13978143214.091099
DE,F12017,11,13916349850.06759
DE,F12017,12,18979650611.077866
DE,F12017,13,17175492685.23023
DE,F12017,14,16815649010.240784
DE,F12017,15,13483740101.404797
DE,F12017,16,16253651097.433767
DE,F12017,17,21374171742.586994
DE,F12017,18,17265845957.947636
DE,F12017,19,23999584551.062016
DE,F12017,20,15373972144.602074
DE,F12017,21,9982300231.125856
DE,F12017,22,10142174379.144402
DE,F12017,23,19785537915.351498
DE,F12017,24,17688449455.55778
DE,F12017,25,16006713806.145374
DE,F12017,26,14914098574.60592
DE,F12017,27,14935451018.438398
DE,F12017,28,14343192254.944916
DE,F12017,29,14474660531.174667
DE,F12017,30,12357143470.385838
DE,F12017,31,16384991987.239267
DE,F12017,32,18294302833.678345
DE,F12017,33,16700265081.20712
DE,F12017,34,13803568871.553057
DE,F12017,35,13013929074.146236
DE,F12017,36,12038191507.884174
DE,F12017,37,13802917232.753098
DE,F12017,38,14888384013.070913
DE,F12017,39,23988927493.836792
DE,F12017,40,17137258036.660175
DE,F12017,41,18521044628.763115
DE,F12017,42,16485732124.37733
DE,F12017,43,13396531601.917345
DE,F12017,44,11473219953.26598
DE,F12017,45,16054192499.767374
DE,F12017,46,14978565814.375383
DE,F12017,47,15521229455.933363
DE,F12017,48,14052309578.091501
DE,F12017,49,15940990615.52845
HHO,F12017,0,14190933.403752495
HHO,F12017,1,15232424.419349272
HHO,F12017,2,15828052.235407745
HHO,F12017,3,14989774.89216252
HHO,F12017,4,22257680.294022657
HHO,F12017,5,11412372.552245155
HHO,F12017,6,9114846.517525751
HHO,F12017,7,23799789.524504963
HHO,F12017,8,19895727.17798179
HHO,F12017,9,27176501.81070604
HHO,F12017,10,21604175.86735981
HHO,F12017,11,11919965.738169217
HHO,F12017,12,21813317.288099844
HHO,F12017,13,17281742.820678454
HHO,F12017,14,15495428.07332165
HHO,F12017,15,11011154.86338329
HHO,F12017,16,14822987.044913748
HHO,F12017,17,17485030.480456978
HHO,F12017,18,18240981.93256786
HHO,F12017,19,14811702.468785862
HHO,F12017,20,14596066.249696882
HHO,F12017,21,16074070.866697859
HHO,F12017,22,13233195.915978778
HHO,F12017,23,17489109.81643941
HHO,F12017,24,9919760.136081487
HHO,F12017,25,17995976.341439992
HHO,F12017,26,17235728.19365182
HHO,F12017,27,21849637.177498534
HHO,F12017,28,21299976.07239075
HHO,F12017,29,17150160.852203943
HHO,F12017,30,11769063.116630021
HHO,F12017,31,23831967.121779185
HHO,F12017,32,16502677.632445801
HHO,F12017,33,14595965.130115587
HHO,F12017,34,16176751.746648232
HHO,F12017,35,11473943.09248408
HHO,F12017,36,13787905.92090922
HHO,F12017,37,13014911.826382775
HHO,F12017,38,24996726.841377337
HHO,F12017,39,21089496.859245557
HHO,F12017,40,16858435.194610164
HHO,F12017,41,15537563.264324097
HHO,F12017,42,13595306.07539807
HHO,F12017,43,12200007.018518737
HHO,F12017,44,23243219.22956568
HHO,F12017,45,16896702.451712515
HHO,F12017,46,18529290.63850861
HHO,F12017,47,18878909.300097737
HHO,F12017,48,18519401.32294245
HHO,F12017,49,13733020.792603474
GWO,F12017,0,4740358515.367441
GWO,F12017,1,1228517257.5397577
GWO,F12017,2,178511209.34901616
GWO,F12017,3,1838734833.6580825
GWO,F12017,4,3149439997.8062115
GWO,F12017,5,484210036.5694668
GWO,F12017,6,2818936153.640608
GWO,F12017,7,335310440.63798183
GWO,F12017,8,2484042259.1830955
GWO,F12017,9,964977770.2153884
GWO,F12017,10,641423166.5502892
GWO,F12017,11,2371608164.382937
GWO,F12017,12,1408522211.1795337
GWO,F12017,13,543485137.0181341
GWO,F12017,14,79217263.9942753
GWO,F12017,15,1657544495.2584538
GWO,F12017,16,2556950331.763117
GWO,F12017,17,3380987721.365803
GWO,F12017,18,1049433420.2826344
GWO,F12017,19,163665115.90274057
GWO,F12017,20,1907069180.8361032
GWO,F12017,21,534587715.7571429
GWO,F12017,22,2796098404.360976
GWO,F12017,23,922998444.1712284
GWO,F12017,24,379769799.85339075
GWO,F12017,25,1019341330.740475
GWO,F12017,26,523713647.50115466
GWO,F12017,27,4780197790.306428
GWO,F12017,28,763432182.4149042
GWO,F12017,29,2682886464.377756
GWO,F12017,30,1212874241.4153888
GWO,F12017,31,1149908619.845856
GWO,F12017,32,1989351549.3425796
GWO,F12017,33,1089953299.1532085
GWO,F12017,34,1245855606.4400017
GWO,F12017,35,280927722.073125
GWO,F12017,36,947726226.2633431
GWO,F12017,37,125397720.69092539
GWO,F12017,38,128530757.03229482
GWO,F12017,39,756136482.8238819
GWO,F12017,40,4108797747.1976957
GWO,F12017,41,352208014.80156213
GWO,F12017,42,1050988981.6877964
GWO,F12017,43,417973193.7279082
GWO,F12017,44,1108971102.7779264
GWO,F12017,45,2821624090.4592423
GWO,F12017,46,4963224138.215807
GWO,F12017,47,1111144063.8096147
GWO,F12017,48,879624553.1731682
GWO,F12017,49,1921220267.8379254
GA,F12017,0,35794.363947951606
GA,F12017,1,31569.602035932712
GA,F12017,2,27063.433729156386
GA,F12017,3,40835.319156215744
GA,F12017,4,55709.47171669999
GA,F12017,5,28820.73447716998
GA,F12017,6,69497.43403875391
GA,F12017,7,27683.043946987174
GA,F12017,8,22777.215720509175
GA,F12017,9,33798.57038336145
GA,F12017,10,49942.784297148726
GA,F12017,11,26490.094823063635
GA,F12017,12,19856.85899772052
GA,F12017,13,32910.29032289982
GA,F12017,14,36708.10665294185
GA,F12017,15,20872.8945545789
GA,F12017,16,76853.67721431098
GA,F12017,17,51274.06487187018
GA,F12017,18,33048.20651964343
GA,F12017,19,51014.232629381375
GA,F12017,20,35451.167627319046
GA,F12017,21,34780.08042124621
GA,F12017,22,27628.305581421002
GA,F12017,23,33225.991608587196
GA,F12017,24,45530.42745567106
GA,F12017,25,49522.8731547281
GA,F12017,26,40238.853683326466
GA,F12017,27,58997.48946800704
GA,F12017,28,41320.631502162556
GA,F12017,29,41135.17451717379
GA,F12017,30,35467.382007422864
GA,F12017,31,51671.63202363772
GA,F12017,32,29038.25378370526
GA,F12017,33,43924.96584645527
GA,F12017,34,70985.810181525
GA,F12017,35,32703.280938695585
GA,F12017,36,23595.049677338335
GA,F12017,37,43613.98982898243
GA,F12017,38,41909.65226554099
GA,F12017,39,39847.72847199408
GA,F12017,40,33973.344327652136
GA,F12017,41,32158.116592524133
GA,F12017,42,46805.25715734699
GA,F12017,43,31229.797327779517
GA,F12017,44,57082.674743452706
GA,F12017,45,60486.690609836405
GA,F12017,46,35255.851998715356
GA,F12017,47,28040.226889454076
GA,F12017,48,30969.03096939254
GA,F12017,49,53541.243901065274
PSO,F22017,0,37893.32312859991
PSO,F22017,1,17897.10580426718
PSO,F22017,2,68404.71305124329
PSO,F22017,3,29494.752318159077
PSO,F22017,4,40624.31801072509
PSO,F22017,5,25259.98139728887
PSO,F22017,6,25106.13829555384
PSO,F22017,7,10625.528422408637
PSO,F22017,8,20109.98006763837
PSO,F22017,9,30206.233292224904
PSO,F22017,10,66771.05640281936
PSO,F22017,11,20994.55538337068
PSO,F22017,12,60988.7186240423
PSO,F22017,13,12556.316077484662
PSO,F22017,14,14726.832506999675
PSO,F22017,15,35602.732171067124
PSO,F22017,16,37252.05013272639
PSO,F22017,17,25230.61500015906
PSO,F22017,18,8018.008574133983
PSO,F22017,19,75449.2116839278
PSO,F22017,20,31840.86033329541
PSO,F22017,21,21281.68707347851
PSO,F22017,22,31113.79528428182
PSO,F22017,23,36320.4986671428
PSO,F22017,24,45068.905681097625
PSO,F22017,25,31820.43012533838
PSO,F22017,26,13895.161521244689
PSO,F22017,27,6451.297591938831
PSO,F22017,28,26420.466140029068
PSO,F22017,29,12580.746204364468
PSO,F22017,30,35500.28381246917
PSO,F22017,31,22334.189944624664
PSO,F22017,32,50693.65652488644
PSO,F22017,33,58839.20261814882
PSO,F22017,34,28979.499638070774
PSO,F22017,35,22237.93013129663
PSO,F22017,36,21953.797184283358
PSO,F22017,37,68872.42238886887
PSO,F22017,38,40446.7277510976
PSO,F22017,39,24309.43204376139
PSO,F22017,40,17966.302095266725
PSO,F22017,41,25602.981468464943
PSO,F22017,42,21457.552134925692
PSO,F22017,43,16936.65633033918
PSO,F22017,44,23401.20933624778
PSO,F22017,45,29169.195240712732
PSO,F22017,46,19162.049167245586
PSO,F22017,47,36197.45587036885
PSO,F22017,48,5649.860488251224
PSO,F22017,49,32320.82995766928
SSA,F22017,0,12454.389751225042
SSA,F22017,1,3927.889659437472
SSA,F22017,2,2905.6994299049634
SSA,F22017,3,10922.180947055442
SSA,F22017,4,14067.297166365275
SSA,F22017,5,14893.311556410601
SSA,F22017,6,5012.459045047286
SSA,F22017,7,3344.7075873818017
SSA,F22017,8,11047.929993898386
SSA,F22017,9,8501.090055349441
SSA,F22017,10,16221.056830187612
SSA,F22017,11,7755.082629538074
SSA,F22017,12,21497.53543738998
SSA,F22017,13,6379.724735242848
SSA,F22017,14,14930.460125597205
SSA,F22017,15,7945.114413458747
SSA,F22017,16,13082.636940556651
SSA,F22017,17,13386.080134978627
SSA,F22017,18,9268.580045220548
SSA,F22017,19,6621.420857123377
SSA,F22017,20,6573.861143540254
SSA,F22017,21,14884.172772530626
SSA,F22017,22,12547.640152047601
SSA,F22017,23,5951.722675665052
SSA,F22017,24,6005.909647216014
SSA,F22017,25,25127.82048336423
SSA,F22017,26,12747.130886345085
SSA,F22017,27,13063.247254107515
SSA,F22017,28,17311.786858610212
SSA,F22017,29,15776.012035577513
SSA,F22017,30,17629.450131817204
SSA,F22017,31,10144.188094374389
SSA,F22017,32,7277.6511854472665
SSA,F22017,33,6334.016137722738
SSA,F22017,34,15897.24664939207
SSA,F22017,35,14072.081101907035
SSA,F22017,36,15028.398910592523
SSA,F22017,37,12121.508016109674
SSA,F22017,38,9015.305103666993
SSA,F22017,39,15867.261604556961
SSA,F22017,40,8003.174880942184
SSA,F22017,41,2212.336719853646
SSA,F22017,42,15031.142286540253
SSA,F22017,43,3933.6456616363075
SSA,F22017,44,1322.1179356811115
SSA,F22017,45,6652.600956592485
SSA,F22017,46,4616.409450987068
SSA,F22017,47,8306.299532560606
SSA,F22017,48,8466.248708305373
SSA,F22017,49,7828.252535218317
MSA,F22017,0,10045.060675998813
MSA,F22017,1,15364.938808703891
MSA,F22017,2,4192.338373956015
MSA,F22017,3,9226.412778514481
MSA,F22017,4,9438.740942916671
MSA,F22017,5,9773.595215709352
MSA,F22017,6,10233.017548835422
MSA,F22017,7,7428.814655477341
MSA,F22017,8,13998.771911711337
MSA,F22017,9,3845.4062809812312
MSA,F22017,10,6140.536758913558
MSA,F22017,11,23091.736637819016
MSA,F22017,12,2856.0835185832034
MSA,F22017,13,12066.029425283063
MSA,F22017,14,5471.963380547986
MSA,F22017,15,10794.474265801162
MSA,F22017,16,17437.83310727642
MSA,F22017,17,4393.2750281897825
MSA,F22017,18,2142.357357345536
MSA,F22017,19,11032.884412622687
MSA,F22017,20,5434.018080782186
MSA,F22017,21,19513.708502901518
MSA,F22017,22,9380.836736003745
MSA,F22017,23,12590.057792518994
MSA,F22017,24,3760.6263455151616
MSA,F22017,25,5367.646909855307
MSA,F22017,26,10920.232832679554
MSA,F22017,27,1124.2833008951877
MSA,F22017,28,14349.058993121485
MSA,F22017,29,6052.576466012041
MSA,F22017,30,6709.21191319323
MSA,F22017,31,6908.62003703209
MSA,F22017,32,11305.320720286667
MSA,F22017,33,6860.824888871017
MSA,F22017,34,6571.885113968866
MSA,F22017,35,3909.6854049066733
MSA,F22017,36,11310.393768788534
MSA,F22017,37,8634.871977359651
MSA,F22017,38,7132.415165431512
MSA,F22017,39,7429.300929926341
MSA,F22017,40,2902.9117197068017
MSA,F22017,41,1869.0049168676014
MSA,F22017,42,1432.1450386850029
MSA,F22017,43,4793.415695797752
MSA,F22017,44,3229.3348930795696
MSA,F22017,45,4017.6361628316
MSA,F22017,46,5552.397100561759
MSA,F22017,47,13738.821854935375
MSA,F22017,48,7715.466816091623
MSA,F22017,49,12754.892566725677
IMSA,F22017,0,3836.4584221135096
IMSA,F22017,1,3196.270243677005
IMSA,F22017,2,1813.0689364408768
IMSA,F22017,3,5992.15011082313
IMSA,F22017,4,1588.9608714966084
IMSA,F22017,5,2972.2563638495526
IMSA,F22017,6,6729.395144019177
IMSA,F22017,7,6245.106003262988
IMSA,F22017,8,1675.196460139466
IMSA,F22017,9,1264.3659914987804
IMSA,F22017,10,2970.774017247611
IMSA,F22017,11,8735.067527812114
IMSA,F22017,12,2515.8332931275577
IMSA,F22017,13,3374.460337910648
IMSA,F22017,14,745.0818672682802
IMSA,F22017,15,5647.894110562303
IMSA,F22017,16,6675.964076849182
IMSA,F22017,17,2149.9901223560405
IMSA,F22017,18,2437.049138775045
IMSA,F22017,19,10238.193878826267
IMSA,F22017,20,5980.3140102980215
IMSA,F22017,21,5580.141731473186
IMSA,F22017,22,7380.592298480974
IMSA,F22017,23,6816.959408051955
IMSA,F22017,24,2357.238550790572
IMSA,F22017,25,14844.522715066294
IMSA,F22017,26,2542.6190820167544
IMSA,F22017,27,9560.311874104955
IMSA,F22017,28,3428.7620897340594
IMSA,F22017,29,10052.760018103108
IMSA,F22017,30,776.2820476047518
IMSA,F22017,31,2221.8164877280683
IMSA,F22017,32,4986.442542179193
IMSA,F22017,33,3671.3921341254813
IMSA,F22017,34,723.407300142202
IMSA,F22017,35,8179.2343952665
IMSA,F22017,36,3543.113344430834
IMSA,F22017,37,7996.705497873238
IMSA,F22017,38,9571.420403693885
IMSA,F22017,39,6423.729889745335
IMSA,F22017,40,3835.1483416510187
IMSA,F22017,41,13181.660585500556
IMSA,F22017,42,8370.427892472586
IMSA,F22017,43,1097.2756234393512
IMSA,F22017,44,11647.994716877007
IMSA,F22017,45,1936.7048296483945
IMSA,F22017,46,4612.282911280798
IMSA,F22017,47,11568.145223519168
IMSA,F22017,48,10448.645053938786
IMSA,F22017,49,5893.795095288946
WOA,F22017,0,5.729358442725669
WOA,F22017,1,288.9208082781267
WOA,F22017,2,11.570661885237513
WOA,F22017,3,371.9145057180259
WOA,F22017,4,107.82922292258786
WOA,F22017,5,328.61740959806264
WOA,F22017,6,338.2294338612762
WOA,F22017,7,6.6881772201103615
WOA,F22017,8,18.707489968993144
WOA,F22017,9,34.48274601202604
WOA,F22017,10,346.32852772274737
WOA,F22017,11,7.634952426761771
WOA,F22017,12,28.852877574845024
WOA,F22017,13,4.55181663017828
WOA,F22017,14,57.710171806271944
WOA,F22017,15,41.758788450636644
WOA,F22017,16,3.489225121665953
WOA,F22017,17,39.59190797889039
WOA,F22017,18,10.716169298666557
WOA,F22017,19,4.3552152063086
WOA,F22017,20,97.91597060409748
WOA,F22017,21,50.390631025831254
WOA,F22017,22,10.994580066096574
WOA,F22017,23,67.75877479769593
WOA,F22017,24,1.369583326171238
WOA,F22017,25,70.2221613485109
WOA,F22017,26,102.05355975062162
WOA,F22017,27,1.4306533245092794
WOA,F22017,28,23.680336220399823
WOA,F22017,29,26.840089254342047
WOA,F22017,30,9.676666580903003
WOA,F22017,31,356.3022145688308
WOA,F22017,32,2.136834772451664
WOA,F22017,33,2.8724992960473514
WOA,F22017,34,10.244209231861106
WOA,F22017,35,18.28524968883363
WOA,F22017,36,11.919707337719245
WOA,F22017,37,84.94656427605685
WOA,F22017,38,23.018194343289252
WOA,F22017,39,10.400313203559648
WOA,F22017,40,4.912782517563841
WOA,F22017,41,64.41191339777629
WOA,F22017,42,19.864653186243316
WOA,F22017,43,24.78520749342374
WOA,F22017,44,431.4295470516188
WOA,F22017,45,11.505789291998411
WOA,F22017,46,3.802627746809435
WOA,F22017,47,6.8304752307955425
WOA,F22017,48,21.83807344644285
WOA,F22017,49,4.786817004020008
DE,F22017,0,32996.664699488654
DE,F22017,1,27630.62805194459
DE,F22017,2,41819.76759881911
DE,F22017,3,37258.041424560295
DE,F22017,4,29848.431723945898
DE,F22017,5,49525.541144706614
DE,F22017,6,28178.177300606694
DE,F22017,7,33302.65051525549
DE,F22017,8,35826.86163128321
DE,F22017,9,25690.242803453588
DE,F22017,10,33415.55279877294
DE,F22017,11,41123.86937761175
DE,F22017,12,42303.91276259102
DE,F22017,13,34616.80255871094
DE,F22017,14,34102.63767388409
DE,F22017,15,34049.83538290503
DE,F22017,16,34529.27782298781
DE,F22017,17,25867.84545163864
DE,F22017,18,39043.81695404336
DE,F22017,19,35561.815010861756
DE,F22017,20,36895.07927517781
DE,F22017,21,25820.830578380785
DE,F22017,22,36071.63401102063
DE,F22017,23,42682.42704492787
DE,F22017,24,34200.807428931344
DE,F22017,25,27569.015742546162
DE,F22017,26,46430.478923791685
DE,F22017,27,34794.95843538006
DE,F22017,28,27085.854456826073
DE,F22017,29,31379.25662204494
DE,F22017,30,36755.24032101686
DE,F22017,31,31215.89936981625
DE,F22017,32,26721.69121723458
DE,F22017,33,33419.79949193184
DE,F22017,34,30335.23532808779
DE,F22017,35,36531.799488052646
DE,F22017,36,33938.39872977632
DE,F22017,37,30904.83789501355
DE,F22017,38,24808.699166703864
DE,F22017,39,32190.59103724578
DE,F22017,40,23833.554876552873
DE,F22017,41,31804.600711349114
DE,F22017,42,29327.070613209948
DE,F22017,43,36817.13499126944
DE,F22017,44,44775.74986681597
DE,F22017,45,33605.63597206476
DE,F22017,46,33539.16168055277
DE,F22017,47,34539.26190732348
DE,F22017,48,23786.623384845367
DE,F22017,49,29779.251120052664
HHO,F22017,0,37.19704347383984
HHO,F22017,1,28.36677726419248
HHO,F22017,2,34.86674878999793
HHO,F22017,3,26.120739219198924
HHO,F22017,4,23.288489432688323
HHO,F22017,5,30.90173026510564
HHO,F22017,6,21.818561716148793
HHO,F22017,7,44.558034233887696
HHO,F22017,8,22.42086891970348
HHO,F22017,9,40.189881660307464
HHO,F22017,10,29.15964058535198
HHO,F22017,11,35.9184961827184
HHO,F22017,12,16.529065340173304
HHO,F22017,13,25.75644803033333
HHO,F22017,14,39.63575927540694
HHO,F22017,15,46.11090529467441
HHO,F22017,16,31.46897074963104
HHO,F22017,17,35.75179098333538
HHO,F22017,18,52.71673839535245
HHO,F22017,19,38.96611998040157
HHO,F22017,20,41.44271640152806
HHO,F22017,21,35.18684562881069
HHO,F22017,22,38.51377124624122
HHO,F22017,23,26.546860389793068
