Problem,Mean,Std
pressure_vessel,6064.0628358501845,10.786957884904275
spring,0.012724656538492004,9.181760074276304e-05
welded_beam,1.8027776007195653,0.09000344168111012
gear_train,2.45091842233991e-11,4.4111988087228044e-11
