Function,Run1,Run2,Run3,Run4,Run5,Run6,Run7,Run8,Run9,Run10,Run11,Run12,Run13,Run14,Run15,Run16,Run17,Run18,Run19,Run20,Run21,Run22,Run23,Run24,Run25,Run26,Run27,Run28,Run29,Run30,Run31,Run32,Run33,Run34,Run35,Run36,Run37,Run38,Run39,Run40,Run41,Run42,Run43,Run44,Run45,Run46,Run47,Run48,Run49,Run50
F12014,14256284.240662122,17813440.180022445,19974597.11709615,13396201.975779423,10129058.440521125,11207922.0057769,13233887.465123843,15989621.64357701,9152551.417101622,6644438.952770558,33971264.94127556,9774665.80426934,16416930.460344931,13624090.649150508,47479819.51216662,8651584.056990711,9546408.84864802,20347318.73532966,30389248.45291744,19756951.04422249,38286441.00530926,5938801.360898142,6208341.669636291,8600912.29568149,18983495.0918459,16189338.600536244,22585850.53486272,22947315.46827364,52361351.93845645,23514602.16089237,15696209.796678573,9480849.853550034,20458493.151038017,40363430.9218948,38102381.26467712,8315864.062706349,23419991.51596356,28557883.316260085,14299046.245357262,13413786.30372664,12320222.781391138,24798392.05829081,18628645.205471497,7368485.310409483,23023905.80280465,18231465.89401548,18732943.703617766,22534328.13539373,34402993.304220445,23393845.63481323
F22014,681624.6681177093,796250.7650593298,517523.2644306216,1130419.7911529515,1227334.928520196,519863.0789306209,58984033.18351716,27019490.60057498,28943043.79535739,344565.0497637514,352732.7360082325,555100.6710728863,79695598.42897618,776430.9118585938,792153.9144084648,857357.4750631723,848354.8303954187,511015.1641764767,1541862.3354723367,615054.7386468684,534760.899576493,107941164.7355364,861760.193255201,501797.52467244153,1806437.0685393168,272924.1037527015,990425.4104037816,33758591.742243245,1200610.880742794,39972128.88437857,652970.330999009,2387281.935466214,595847.3250452933,703837.137184957,647767.3836272258,481477.8860924532,5255271.532210785,598166.8785273281,2936252.281014772,370441.2997240905,1726823.9688329797,287185.8426970476,660509.8953338224,4793966.992963969,894680.331539462,64820656.84716413,1776443.696078233,46406640.16519745,5974827.400717554,680618.5687714644
F32014,8627.5189140906,3111.7691929223743,6143.460686760032,2913.6885539015834,3749.037540970084,11931.300463184343,3094.837695817291,5599.745269146085,5031.991179489971,8761.322507514431,11581.71122431639,10494.52900279879,2967.860180707429,5621.775270075003,5524.099144009871,2858.1285268009237,8238.023531660623,9098.31454187262,5070.991113544605,3055.591108165718,5154.747515575463,8868.959327180411,8818.55424678751,10861.982551111512,15153.563371727356,10039.123608826378,2224.8959104132005,4590.883089358887,3974.1175413480487,5942.167572840244,11742.96981549343,4605.399687922967,6171.325108421089,6153.425372125669,10823.206379294645,13985.96558177181,5612.433119531152,8218.330226026133,12239.021363925143,5605.955771006984,3075.690118310513,10009.72517244891,5268.3590531292175,8706.798197129241,9020.949849778692,13833.632308430568,13894.985074780128,9326.931322222634,8154.788896292044,5389.991452751965
F42014,180.58677642947123,113.9223703949432,163.06668302673313,143.02460589526163,87.12344244342091,247.976905067086,260.02158527524455,110.89435961228702,241.18866957154523,72.4577691860298,126.422947707106,128.55707904878727,122.31118892957704,134.5826235987554,144.63137156796836,173.7516073708323,104.50522933853529,103.31108017343132,121.05062454302788,98.00756243885206,104.1373182390094,127.90334233898386,72.86975930539671,167.49146282678657,153.8042732285727,157.4479095391374,75.77818194191542,118.69418267672756,263.3341249541488,74.48175774595205,153.42638033393246,156.1796508056841,84.57710632063834,122.91413148762354,182.8335339709224,167.5312382305176,211.58154114089325,107.92171992919684,222.9924218635288,147.7481492266088,149.04515654311297,242.52702243324904,170.0096387718379,127.66590205244232,64.42686437098433,225.60919494702057,156.97167288001253,107.37347333489464,209.5445736664084,177.97337844670847
F52014,20.290524003615587,20.132295624071048,20.231561812908357,20.321852607267147,20.37100828832922,20.38808351037335,20.22741089621149,20.290971015637183,20.306572784894342,20.27057407074699,20.22365952521875,20.17739944479217,20.303051096725085,20.458091430327613,20.188686479883245,20.4036725165862,20.384965768024585,20.29364787654265,20.44363814714245,20.360430106055446,20.2057492727821,20.221604780848,20.24339705997386,20.356988396651104,20.356952372126894,20.172348964470075,20.200929756487994,20.39879635493025,20.196431499313007,20.317494797445303,20.32527923759619,20.498915267220013,20.53887378462275,20.35786504346504,20.481942907224948,20.33084186839528,20.347027505098254,20.28093807257119,20.24222452283084,20.42529158168884,20.390516739770877,20.42752063284217,20.32812540753821,20.50146245063297,20.23824638890017,20.295426687691133,20.516228488336765,20.318305132525325,20.327376591376837,20.39152218019524
F62014,23.987660861858217,24.3161972368531,20.386287235685472,21.8743486207087,26.880339533151187,23.499116930284917,21.588939944579806,21.263321247801173,15.798669863495434,21.63788215675549,19.285776844974865,26.02732260081052,28.22573001008766,19.17875244667096,28.721709647963507,20.946522180176203,20.01166893086622,23.15614318281405,22.465315510048868,27.283612421314388,26.218896960446383,25.769924072538515,19.266175358566212,19.734757601509045,20.74974201054408,19.71968254067144,20.71333084086825,19.808112996731552,21.563466457074696,19.09206316847576,15.239259927071544,25.45361873385013,25.513823927057388,26.128283839383244,29.444688720114414,24.541909929680287,21.59505705498634,19.012662229317016,24.33556826253084,24.519101343801367,26.87176505031107,21.28260657565681,18.93746641367011,26.325457101826373,28.770060010850784,33.37230853817164,20.85222758469513,26.15831685050864,31.53199280458693,23.683062826999844
F72014,0.8547908170104392,1.144968156531604,1.038194247258616,1.057250809323932,1.0261474516663611,0.8366273466868961,0.9781585770448372,0.9628988855562284,0.8707630346069664,1.3108941470477475,0.4859555233881565,0.8735002515018095,1.2085003765369038,0.7857818446734655,1.1498212506865002,1.4016733447555223,0.9838248219725756,1.204423576856584,0.9238045200995656,1.024069676082945,1.0698046738397124,0.8136258686689644,1.3393933041704713,1.0787156765094323,1.0106690606324946,0.9985951295127506,1.155615593810694,0.7984055699184864,1.0180567719299916,1.128451003184182,0.7341016889236016,0.8833738634264137,1.384525542983397,1.1241244113319908,1.0497105775380078,1.046799369794826,1.0855115055024953,2.7071223773218662,1.0204761219831653,0.8624324818833884,1.289526926405415,1.169177128046499,0.9053716851011586,0.5026105139288575,1.349090202255411,1.152283394387723,1.062654825082063,0.7012276029863642,0.8795466587281453,0.952801426726296
F82014,86.79197175898457,48.29316311083016,51.923791362606266,79.65808679664713,71.04617518297857,74.04318203600212,101.30955107254364,84.36205908322472,66.60197813523769,83.81870917752497,47.23076135958263,49.32219587349425,61.73167397291343,110.76195603457576,52.94396475630856,65.37447864199657,64.5551035695596,68.11015222597337,98.66310812256654,75.02865047102341,96.62765860919774,82.7638412298461,78.87434044760744,68.85512299106279,56.87157980563609,102.13921521951318,44.32504046176132,59.14432382096493,81.87659379920217,65.9487893342033,80.99240629358167,90.93970655716656,103.26281203512326,76.09567342890057,78.83051582890198,61.54321827432307,65.09785527158317,71.88708914810013,55.825514474185525,116.87288257807243,95.06447936645282,88.22500908293978,85.77353963117707,89.62539523724695,65.29245373062406,74.86740953293759,91.95204305526217,63.94971445117369,94.753485952755,106.0922326595114
F92014,225.92612923537197,174.366908455027,131.99697415391756,174.43908334858656,118.08390242579289,210.48638385525575,200.9108505269587,196.84694876821183,158.66691709935367,187.2358534732161,265.1967494279918,187.8947247331528,231.0387605713709,240.24667788626996,155.58866990520937,181.79680786616336,230.20777418897205,235.05207550579803,154.31575805687362,278.6895073677754,238.20432601447877,115.18663948029156,199.36124130666397,173.89130547086074,222.00850946301057,171.62431956257706,136.93942616151116,213.4272165507773,188.81312216913443,170.42235845915184,150.8828141812894,127.5798194424824,157.66701106373216,290.1600138819779,118.28188032767014,146.2917940891332,173.51282861696768,111.31568719891855,135.2011130142655,195.721082874923,141.21247618761868,205.42426407728,164.80360266908065,137.7683213736234,250.6163124447453,207.66161944414625,166.13776635533554,216.1556818299057,257.1626777327256,163.1738544341672
F102014,1654.8158513311992,1669.9362747241355,2207.8683399522506,2073.3213323238506,2655.838556115079,1776.0458933711452,2222.141060226837,2568.584706102558,1330.5683506936184,2659.221847082503,1063.0463717197615,2145.7107158223425,1672.19451508949,2665.5890552823694,1726.0128791886564,3021.5979378438515,1428.8362139167457,2670.5709061521998,1931.1348682616024,3257.780002217043,1358.1539411512967,3106.579110995459,1522.3998613046042,2066.1631661493284,2722.7861365993067,1914.1325923283691,1685.1799506646475,2252.866938080724,1811.951356822792,2456.256774338186,2338.05454242118,1962.444903326541,2713.753936864221,1985.2110898044996,2115.766737612196,1879.469073217124,1306.4360912096636,1979.06599187159,2051.514770806969,1882.398048013969,1735.2317767278837,2121.193844232248,1394.2088419269912,2429.8676218974324,2466.2692593705087,2834.4035032588417,2711.9205805074325,1536.6519510728797,1181.6983295076316,1725.297329682577
