Function,Run1,Run2,Run3,Run4,Run5,Run6,Run7,Run8,Run9,Run10,Run11,Run12,Run13,Run14,Run15,Run16,Run17,Run18,Run19,Run20,Run21,Run22,Run23,Run24,Run25,Run26,Run27,Run28,Run29,Run30,Run31,Run32,Run33,Run34,Run35,Run36,Run37,Run38,Run39,Run40,Run41,Run42,Run43,Run44,Run45,Run46,Run47,Run48,Run49,Run50
F12017,35794.363947951606,31569.602035932712,27063.433729156382,40835.319156215744,55709.47171669999,28820.73447716998,69497.43403875391,27683.04394698717,22777.21572050917,33798.57038336145,49942.784297148726,26490.094823063635,19856.85899772052,32910.29032289982,36708.10665294185,20872.8945545789,76853.67721431098,51274.06487187018,33048.20651964343,51014.232629381375,35451.167627319046,34780.08042124621,27628.305581421,33225.9916085872,45530.42745567106,49522.8731547281,40238.85368332647,58997.48946800704,41320.63150216256,41135.17451717379,35467.382007422864,51671.63202363772,29038.25378370526,43924.96584645527,70985.810181525,32703.280938695585,23595.04967733833,43613.98982898243,41909.65226554099,39847.72847199408,33973.344327652136,32158.116592524133,46805.25715734699,31229.79732777952,57082.67474345271,60486.690609836405,35255.85199871536,28040.22688945408,30969.03096939254,53541.24390106528
F22017,0.0464399013005731,0.0303307099812286,0.0273026291966402,0.0717935882810252,0.0361964198533542,0.0582636983281474,0.0476373789232127,0.0246232807825776,0.0517848129223921,0.0458690920943354,0.0587914932377202,0.062653430923774,0.0563554085630926,0.0588342880632239,0.0673465195916946,0.0490273815249509,0.036224166137913,0.0777912314599689,0.0240992074121493,0.0232621195936815,0.0391098266312894,0.0491995519263355,0.0802364313253463,0.0403441121367222,0.0241837483780216,0.0275593403110576,0.059113291495521,0.0524867914337221,0.0886369039858436,0.0487886325288684,0.0655777331894,0.0529350573711155,0.0393483851259475,0.0252861232083319,0.024695081338649,0.0405853861809646,0.033712477644201,0.0535755249874796,0.0682545664872975,0.042313694859132,0.0299189941568442,0.0267779885270726,0.0394962528447422,0.029668053813225,0.0429314036010168,0.0436598031263315,0.02932232852703,0.0442008838305412,0.0860156062129249,0.0672680325651242
F32017,31.835284027739192,31.843582778106168,31.82426509827087,31.86463569975149,31.826634453557404,81.04060848808535,31.8247214779895,34.35539857929666,31.82163798647377,34.281875816706474,31.86382988612752,31.841135591555485,31.84113958200294,31.830005859977632,31.821875077491143,31.831628362829008,31.86462323516895,31.902935950859955,31.83244813013016,31.82591872272934,83.52689524884022,84.46669500758014,31.9007471858784,31.83042548241309,31.839975624099225,31.829987271982645,31.86647351376439,31.832587213290424,31.922235007774415,31.832265766664705,31.830120472973363,31.867891977397107,31.84191145877611,31.83621589257916,31.843584864110483,31.82199768943445,34.39745459517064,31.842547731086995,32.69996295034963,31.827360424952133,31.839553155344618,34.58955366025782,31.829983953686337,31.865641867390195,31.82527002361172,31.854886695215555,31.833257631672662,33.83047639870199,31.82925543307448,31.935779429497472
F42017,124.42900278243974,180.11946725021392,115.78992405974418,160.14140851643958,131.5763526631257,124.24938283840343,97.59792379158417,283.2817795745116,209.70446705992455,145.1018364709089,133.67079012243642,110.08641270056496,128.90152847035688,110.20429361997112,149.61343909809682,243.5633042074869,181.86576837534813,155.1079680696448,143.8560946791231,180.8738740020915,126.08543010166444,239.03936686388056,86.45048699599454,120.846678203068,98.54070382284236,198.7861580265095,187.24001048460605,153.980323391732,136.6754721351749,99.21969421506265,158.9605241534664,344.9387890202586,169.3461924253479,161.00177245899215,155.40837738551895,121.55374517982534,143.39652229426883,122.54722778164091,130.36867874417237,142.33352972496436,180.9033859808644,157.29425225770524,107.10513814926064,184.00192392999588,155.01660184601394,168.47611840790944,209.32093539808943,195.09923154286503,352.1149563389744,176.6673553797367
F52017,2.1860875619950093e-05,0.0004696714960914,0.0002013401197018,4.8245347670672345e-05,1.6952101873357606e-06,0.0003026582569418,4.358412411420432e-06,0.0012527214623219,0.0002925282639694,0.0001019118259932,2.2284092381141815e-05,3.594325511357965e-05,6.1520831309280766e-06,1.7371835383528378e-06,5.811075823203282e-06,0.0006157513640232,0.0010036129108925,0.0001736004506369,2.726453828927333e-06,0.0004316367084129,0.0003915519110364,2.1971223418404406e-06,0.0001099689416719,0.0001750515511389,0.0001176874436623,5.189193529986369e-06,4.249455150784343e-05,0.0001457245924711,2.1134867381533692e-05,0.0004096974165577,1.180525157451484e-05,0.0041685234717192,0.0002427328562362,0.0011949946305094,6.916456641192781e-06,3.838767895558704e-06,2.817856568526622e-06,0.0009403978776845,0.0001104431636917,0.0002755203253173,0.00032770907859,0.0001542245975088,4.317568726719401e-05,4.531542674612865e-05,0.000293244676925,0.0003980153194333,0.0004917046387049,0.0002821005616624,0.0002260274312106,3.055107072214014e-06
F62017,305.6702176796944,237.8695170815356,256.0228827371891,359.2900798457848,364.867769254684,244.7715787033469,276.9627907972525,228.579165068866,382.48782059300095,337.2394606845173,251.5653248947688,446.9696315679034,319.0987783503026,456.725520317812,361.4725050891527,294.25778118506605,225.5411801504863,375.1970929409367,331.28845799198984,321.3426694330526,287.3404904346421,312.41505953512706,393.35875149639264,386.8370368467824,282.99584526734725,233.47315756464943,331.03285060827045,270.4435844735641,262.2107842319101,213.37456566837292,402.821688575429,297.1808703563122,401.8632840789908,358.6116662643567,260.2923196215712,243.1954328339002,212.18283599039137,318.5775485910376,201.9105802854391,362.59755665341777,378.35400874275695,485.4102622897435,341.7224846680608,294.2169658333981,226.2408331641759,376.6291862106957,259.74163676646083,321.2298375666621,374.6676214993752,343.4556026119942
F72017,164.0002308455248,256.00004906292486,204.0001030837841,362.5000471578437,262.00000000370414,266.0001018826001,232.00000000000068,292.0001588251492,236.0000577000735,256.0000635075729,232.0000405079037,238.00010065924528,262.0001111291516,264.0000192938044,332.00001244774194,282.0003835188493,318.0001268010085,196.0001484183696,242.00045048681068,288.000001756296,242.00000000208024,252.0000321741179,370.0000218917533,190.0002432224337,202.000330922102,150.00026094293537,186.00065304911368,158.0001688449862,186.000134837876,302.00046150797584,232.000023812114,470.00004401781416,174.00014223514518,336.0000005551367,250.00001564085187,210.00013068582643,252.00000190826583,226.0000110763906,266.00005082665234,404.0001594964174,212.5003184361992,366.000000507433,218.0002616611129,196.00000000298812,234.00016512013235,316.0001929352028,318.00002386190226,338.0001626882522,198.0002129153538,246.00011590919985
F82017,7.452238126586394,17.118186550156224,0.454408267152985,6.7215314864301945,9.844610696347672,15.755111225657744,0.9983822435023058,5.454876694312134,9.093526463781243,4.08913098485948,10.337552580690044,4.671786226403469,5.177159129035431,3.903510753183582,16.825346834214542,4.554247917553425,1.542227434426195,6.632196809102425,7.059200917185649,1.363271898669268,11.498691996230493,10.357543364156529,9.909294797634743,18.874135696019152,5.917275628411176,14.583901420402867,4.030571790281101e-05,4.45402596222084,14.262878574996762,9.8384278623937,1.0878336542325542,11.178545773579684,5.634846659584014,4.396806954042972,10.997530440250555,4.270663708602001,8.80203625838692,2.3615023068064147,4.089752167392362,2.726045395208871,9.999543622280951,2.182172743952151,10.544283206036994,15.435735232293496,1.3630249452908174,6.7096467372246025,17.131332743613484,14.415174403024023,4.546254102087573,0.5439128409702789
F92017,3279.455101786991,1318.4240671578937,2990.4010691653075,4588.202492182605,5838.66917324128,3073.5742941905464,5321.820054053063,3763.380048932793,4817.715013188816,4704.300136682276,3217.415544464029,3837.587752416199,891.7103407487393,1928.7815518471743,3082.7241135314216,3492.3176473852545,3571.9955692369367,4546.316453792751,2609.293554441332,1107.9225374999678,1855.3981506390485,2953.2299518882737,3216.696691190493,4923.310410032329,1760.2950244006006,3809.4191464156975,3016.8581658089406,360.49556890912936,4691.813631514313,4031.099847400521,1046.416862461885,906.7378796353078,5936.490046175426,1850.421469533856,4380.518954336105,3821.1608780384663,2204.4979092175927,2032.024628760386,5753.473142362425,5260.127767775633,2863.932403301565,3902.932561651553,3039.6702572746417,2427.106223476172,4177.3949772795895,3591.3343752824167,4985.032286761099,6380.884956001039,1233.051816633946,1299.03237262346
F102017,132584.6905097427,155367.45453422965,150968.35721850258,4723.424254277908,167297.21280581722,5384.982653709743,149339.5278381871,99569.29049511028,7643.380096985085,3850.9940990141713,75992.57669901512,72681.10135687771,79096.67621390992,72735.99977696512,6488.606817968353,94467.61818475134,4849.886885874373,119258.79768026926,6352.55409877085,5243.2344708031815,3821.185736483173,3053.036484905593,8823.98205329322,221630.60232779657,4077.484895315718,3437.349554664972,89648.65988129348,4141.531066537788,138137.3632539145,71886.54007422503,4810.645767852728,127055.35419334176,2557.073297119244,3484.2116395159755,161678.18085800577,5913.668617295607,3283.050661581312,152697.7583460724,223281.3748119875,65248.56973614749,110030.40055401588,152187.2594099987,10707.102603895552,37253.4049756449,7354.035890944142,188855.4102949064,40428.74865567687,174806.6748884538,5429.968474249822,69117.64645826617
F112017,5073223.723006614,936117.0280684994,8636374.541744133,13234458.024433687,8378103.6384923,3847864.687693112,6421356.304484738,4866498.552385206,8328744.067227529,5492299.943216629,2169538.123416873,11293379.387363013,10783070.572737863,13954980.668557176,14514547.322535774,3138421.428712751,9152673.113063332,4504167.40083044,14043805.460485082,7684700.796738009,7789969.047487438,9720224.069534486,11457215.920277083,12572783.195839643,7157432.128482373,3592849.179179785,10319982.580658557,6738067.306392664,5263793.167858948,4522389.257299576,8993899.53066614,6209790.864376295,10353355.428167682,6378535.109653429,11206538.553821232,9440252.43645878,1187224.203558358,12241231.675504455,7675485.8825873695,8321473.077632176,6694110.82871981,12788868.8660578,8644457.25270425,3162718.7169923936,3596339.8541414947,1872046.9770882688,14001017.176848453,1652922.8879786064,5595558.700937671,20081690.97676222
F122017,337576.4371137562,388336.78503673023,320012.6505927951,230874.8735530166,168986.4950169819,248242.9267386375,154335.45023816504,242784.19167904643,480753.4597820892,173290.73509418755,208779.91228748683,246901.28094265572,186917.77792931843,219957.39548171705,234161.05349926237,250832.14691491533,206098.6634601344,231806.09036195825,816223.3450639868,144329.72295553368,93568.94842524444,138825.8917200971,211823.5648073113,405154.8910946627,268577.00072492094,279098.40346991725,205008.40842651835,179483.6462349507,160805.51417810132,229659.3509754288,192242.2711141708,217538.5575264516,495163.54157629714,322099.0263096629,187405.06157038303,329259.1656589584,233362.61940560295,252554.5201466457,226078.91102151465,266775.56685214466,214756.9197459377,135661.24481285646,376814.41165219794,673666.1134633062,239860.06948864675,277429.0672584997,639640.6120447072,275657.6086581521,380279.1630053017,193672.2285855364
F132017,250858.2930426059,300045.7569905361,254950.2414531489,128653.20962887736,394587.1929177279,216916.37721795283,252830.0364757837,165236.17923955858,316967.4091831702,198005.71877704328,155717.33657731503,201053.8239961349,201903.3218137568,318139.4112543625,274858.66321710485,303833.155793167,222185.9308231068,144107.2859221445,225588.12535395203,217133.40880659164,233656.91461490825,153493.57170051665,247239.37369270413,216764.0311114296,226988.70800238528,294468.17338003486,216148.81058221956,255097.1349859268,344609.2708721232,220814.9979358671,218343.6977717116,306722.7451971502,179162.45901080387,286084.8065847043,295967.4310673105,350882.29702589184,463230.0941545705,234804.979788229,252800.6867977901,397132.255943433,210754.30840120104,195489.08424924823,407840.5112438712,244826.5414105913,188092.5672112072,242893.994024772,218198.9356885721,263321.0728351135,263642.7035463315,252203.00579828228
